timestamp;buyer;seller;symbol;currency;price;quantity
19000;;;KELP;SEASHELLS;2034.0;2
19000;;;KELP;SEASHELLS;2030.0;1
20100;;;KELP;SEASHELLS;2039.0;10
20100;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
20100;;;KELP;SEASHELLS;2039.0;2
20500;;;KELP;SEASHELLS;2037.0;10
20600;;;KELP;SEASHELLS;2040.0;1
20600;;;RAINFOREST_RESIN;SEASHELLS;10004.0;1
20800;;;KELP;SEASHELLS;2039.0;1
20900;;;RAINFOREST_RESIN;SEASHELLS;10004.0;1
21100;;;KELP;SEASHELLS;2034.0;2
21100;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
21100;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
21600;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
21600;;;KELP;SEASHELLS;2035.0;1
21900;;;RAINFOREST_RESIN;SEASHELLS;9996.0;1
21900;;;KELP;SEASHELLS;2036.0;1
22000;;;KELP;SEASHELLS;2038.0;2
22000;;;RAINFOREST_RESIN;SEASHELLS;10000.0;2
22000;;;KELP;SEASHELLS;2036.0;1
22100;;;RAINFOREST_RESIN;SEASHELLS;9996.0;1
22100;;;KELP;SEASHELLS;2035.0;1
22400;;;RAINFOREST_RESIN;SEASHELLS;10002.0;2
22400;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
22500;;;RAINFOREST_RESIN;SEASHELLS;10002.0;6
22700;;;KELP;SEASHELLS;2043.0;9
23200;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
23300;;;KELP;SEASHELLS;2041.0;2
23700;;;KELP;SEASHELLS;2044.0;5
23900;;;KELP;SEASHELLS;2042.0;1
24200;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
24300;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
24300;;;RAINFOREST_RESIN;SEASHELLS;10002.0;5
24500;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
24500;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
24500;;;KELP;SEASHELLS;2037.0;1
24700;;;RAINFOREST_RESIN;SEASHELLS;10004.0;1
24700;;;KELP;SEASHELLS;2044.0;1
25100;;;KELP;SEASHELLS;2043.0;2
25100;;;RAINFOREST_RESIN;SEASHELLS;10005.0;2
25300;;;RAINFOREST_RESIN;SEASHELLS;9996.0;1
25300;;;KELP;SEASHELLS;2036.0;1
25400;;;KELP;SEASHELLS;2042.0;1
25400;;;RAINFOREST_RESIN;SEASHELLS;10004.0;1
26500;;;KELP;SEASHELLS;2043.0;1
26500;;;RAINFOREST_RESIN;SEASHELLS;10002.0;2
26500;;;KELP;SEASHELLS;2044.0;1
26500;;;KELP;SEASHELLS;2044.0;1
26600;;;RAINFOREST_RESIN;SEASHELLS;10002.0;3
26700;;;KELP;SEASHELLS;2041.0;2
26900;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
27400;;;RAINFOREST_RESIN;SEASHELLS;10004.0;1
27600;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
27700;;;KELP;SEASHELLS;2042.0;3
27700;;;RAINFOREST_RESIN;SEASHELLS;9996.0;2
27700;;;RAINFOREST_RESIN;SEASHELLS;9996.0;4
27900;;;RAINFOREST_RESIN;SEASHELLS;9998.0;4
28000;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
28000;;;KELP;SEASHELLS;2045.0;1
28100;;;KELP;SEASHELLS;2040.0;2
28100;;;RAINFOREST_RESIN;SEASHELLS;9995.0;1
28100;;;KELP;SEASHELLS;2039.0;1
28100;;;KELP;SEASHELLS;2040.0;1
28600;;;KELP;SEASHELLS;2039.0;1
28700;;;RAINFOREST_RESIN;SEASHELLS;9996.0;1
28700;;;RAINFOREST_RESIN;SEASHELLS;9996.0;7
29000;;;KELP;SEASHELLS;2046.0;1
29000;;;RAINFOREST_RESIN;SEASHELLS;10005.0;1
29200;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
29200;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
29300;;;KELP;SEASHELLS;2040.0;1
29900;;;KELP;SEASHELLS;2043.0;6
29900;;;RAINFOREST_RESIN;SEASHELLS;10002.0;4
30000;;;KELP;SEASHELLS;2046.0;1
30100;;;KELP;SEASHELLS;2045.0;5
30700;;;KELP;SEASHELLS;2040.0;1
31200;;;KELP;SEASHELLS;2038.0;1
31500;;;KELP;SEASHELLS;2038.0;1
31700;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
31700;;;RAINFOREST_RESIN;SEASHELLS;9998.0;3
31700;;;KELP;SEASHELLS;2045.0;1
32000;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
32200;;;KELP;SEASHELLS;2043.0;1
32300;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
32700;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
32800;;;KELP;SEASHELLS;2039.0;5
33600;;;KELP;SEASHELLS;2037.0;1
33700;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
33800;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
33900;;;RAINFOREST_RESIN;SEASHELLS;10005.0;2
33900;;;KELP;SEASHELLS;2042.0;2
34200;;;KELP;SEASHELLS;2037.0;1
34200;;;RAINFOREST_RESIN;SEASHELLS;9995.0;2
34200;;;RAINFOREST_RESIN;SEASHELLS;9996.0;1
34200;;;KELP;SEASHELLS;2037.0;1
34200;;;RAINFOREST_RESIN;SEASHELLS;9996.0;2
34300;;;KELP;SEASHELLS;2036.0;1
34300;;;KELP;SEASHELLS;2036.0;10
34400;;;KELP;SEASHELLS;2037.0;1
34700;;;RAINFOREST_RESIN;SEASHELLS;9998.0;5
34800;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
34900;;;KELP;SEASHELLS;2037.0;1
35200;;;KELP;SEASHELLS;2037.0;1
35500;;;KELP;SEASHELLS;2037.0;1
35600;;;KELP;SEASHELLS;2038.0;1
35700;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
35700;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
35900;;;KELP;SEASHELLS;2041.0;1
36000;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
36500;;;RAINFOREST_RESIN;SEASHELLS;9996.0;1
36700;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
36700;;;KELP;SEASHELLS;2035.0;1
36800;;;KELP;SEASHELLS;2040.0;3
36800;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
37100;;;KELP;SEASHELLS;2041.0;1
37200;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
37300;;;RAINFOREST_RESIN;SEASHELLS;10002.0;7
37300;;;RAINFOREST_RESIN;SEASHELLS;10002.0;5
37400;;;KELP;SEASHELLS;2038.0;1
37700;;;KELP;SEASHELLS;2042.0;1
37900;;;KELP;SEASHELLS;2043.0;1
38100;;;KELP;SEASHELLS;2038.0;1
38200;;;RAINFOREST_RESIN;SEASHELLS;9998.0;5
38200;;;RAINFOREST_RESIN;SEASHELLS;9998.0;2
38400;;;KELP;SEASHELLS;2039.0;1
38500;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
38500;;;KELP;SEASHELLS;2044.0;1
38600;;;RAINFOREST_RESIN;SEASHELLS;10002.0;5
38800;;;KELP;SEASHELLS;2042.0;4
38900;;;RAINFOREST_RESIN;SEASHELLS;10002.0;4
39400;;;KELP;SEASHELLS;2044.0;1
39400;;;RAINFOREST_RESIN;SEASHELLS;10004.0;1
39600;;;KELP;SEASHELLS;2038.0;9
39600;;;RAINFOREST_RESIN;SEASHELLS;10005.0;2
39700;;;KELP;SEASHELLS;2045.0;1
39700;;;RAINFOREST_RESIN;SEASHELLS;9995.0;2
39700;;;RAINFOREST_RESIN;SEASHELLS;10005.0;1
39700;;;RAINFOREST_RESIN;SEASHELLS;10005.0;8
40100;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
40300;;;KELP;SEASHELLS;2039.0;4
40300;;;RAINFOREST_RESIN;SEASHELLS;9996.0;1
40300;;;RAINFOREST_RESIN;SEASHELLS;9996.0;5
40800;;;KELP;SEASHELLS;2045.0;9
41200;;;KELP;SEASHELLS;2043.0;3
41400;;;KELP;SEASHELLS;2039.0;1
41500;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
41500;;;KELP;SEASHELLS;2040.0;2
41900;;;KELP;SEASHELLS;2039.0;2
42200;;;RAINFOREST_RESIN;SEASHELLS;9995.0;2
42200;;;KELP;SEASHELLS;2039.0;2
42300;;;KELP;SEASHELLS;2044.0;6
42300;;;RAINFOREST_RESIN;SEASHELLS;10005.0;1
42300;;;KELP;SEASHELLS;2046.0;1
42300;;;KELP;SEASHELLS;2044.0;1
42300;;;KELP;SEASHELLS;2044.0;1
42500;;;KELP;SEASHELLS;2038.0;1
42700;;;KELP;SEASHELLS;2038.0;1
43200;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
43200;;;KELP;SEASHELLS;2041.0;2
43400;;;KELP;SEASHELLS;2037.0;1
43800;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
44000;;;RAINFOREST_RESIN;SEASHELLS;10002.0;4
44100;;;RAINFOREST_RESIN;SEASHELLS;9996.0;2
44100;;;KELP;SEASHELLS;2036.0;1
44100;;;KELP;SEASHELLS;2036.0;2
44200;;;RAINFOREST_RESIN;SEASHELLS;9998.0;2
44500;;;RAINFOREST_RESIN;SEASHELLS;9996.0;1
44500;;;KELP;SEASHELLS;2036.0;1
44700;;;RAINFOREST_RESIN;SEASHELLS;9996.0;1
44700;;;KELP;SEASHELLS;2038.0;1
44900;;;KELP;SEASHELLS;2041.0;9
45100;;;KELP;SEASHELLS;2037.0;5
45100;;;KELP;SEASHELLS;2037.0;2
45100;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
45300;;;KELP;SEASHELLS;2037.0;1
45300;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
45300;;;KELP;SEASHELLS;2044.0;15
45600;;;KELP;SEASHELLS;2042.0;1
46000;;;RAINFOREST_RESIN;SEASHELLS;9996.0;1
46000;;;RAINFOREST_RESIN;SEASHELLS;9996.0;2
46000;;;RAINFOREST_RESIN;SEASHELLS;9998.0;5
46100;;;KELP;SEASHELLS;2038.0;1
46200;;;KELP;SEASHELLS;2043.0;8
46200;;;KELP;SEASHELLS;2042.0;2
46300;;;KELP;SEASHELLS;2044.0;1
46400;;;KELP;SEASHELLS;2043.0;10
46500;;;KELP;SEASHELLS;2038.0;1
46800;;;KELP;SEASHELLS;2040.0;5
46800;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
46900;;;KELP;SEASHELLS;2044.0;1
47000;;;RAINFOREST_RESIN;SEASHELLS;9995.0;2
47000;;;KELP;SEASHELLS;2039.0;2
47100;;;KELP;SEASHELLS;2039.0;1
47200;;;KELP;SEASHELLS;2044.0;1
47200;;;KELP;SEASHELLS;2043.0;4
47600;;;RAINFOREST_RESIN;SEASHELLS;9995.0;2
47600;;;KELP;SEASHELLS;2037.0;2
47700;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
48300;;;KELP;SEASHELLS;2043.0;1
48400;;;KELP;SEASHELLS;2044.0;5
48700;;;RAINFOREST_RESIN;SEASHELLS;10002.0;2
48900;;;KELP;SEASHELLS;2036.0;1
49100;;;RAINFOREST_RESIN;SEASHELLS;9998.0;2
49100;;;KELP;SEASHELLS;2035.0;2
49300;;;KELP;SEASHELLS;2040.0;1
49700;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
49800;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
49900;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
50100;;;RAINFOREST_RESIN;SEASHELLS;10004.0;2
50100;;;KELP;SEASHELLS;2043.0;6
50100;;;KELP;SEASHELLS;2043.0;2
50100;;;KELP;SEASHELLS;2042.0;10
50100;;;KELP;SEASHELLS;2044.0;2
50300;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
50400;;;RAINFOREST_RESIN;SEASHELLS;10002.0;4
50600;;;KELP;SEASHELLS;2041.0;1
50800;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
51300;;;KELP;SEASHELLS;2038.0;2
51300;;;KELP;SEASHELLS;2038.0;7
51600;;;KELP;SEASHELLS;2038.0;2
52000;;;KELP;SEASHELLS;2038.0;3
52000;;;KELP;SEASHELLS;2038.0;7
52300;;;KELP;SEASHELLS;2042.0;5
52300;;;KELP;SEASHELLS;2043.0;1
52600;;;KELP;SEASHELLS;2037.0;15
52700;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
52700;;;RAINFOREST_RESIN;SEASHELLS;9995.0;2
52700;;;KELP;SEASHELLS;2037.0;2
53200;;;KELP;SEASHELLS;2043.0;12
53400;;;KELP;SEASHELLS;2037.0;1
53500;;;KELP;SEASHELLS;2037.0;8
53600;;;KELP;SEASHELLS;2038.0;1
53600;;;RAINFOREST_RESIN;SEASHELLS;9998.0;2
53900;;;KELP;SEASHELLS;2043.0;1
53900;;;KELP;SEASHELLS;2037.0;5
54400;;;KELP;SEASHELLS;2038.0;1
54500;;;KELP;SEASHELLS;2038.0;1
54700;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
55000;;;KELP;SEASHELLS;2039.0;4
55000;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
55000;;;KELP;SEASHELLS;2039.0;1
56600;;;RAINFOREST_RESIN;SEASHELLS;10004.0;1
56700;;;KELP;SEASHELLS;2038.0;1
56800;;;KELP;SEASHELLS;2038.0;1
57000;;;KELP;SEASHELLS;2037.0;2
57000;;;KELP;SEASHELLS;2037.0;13
57000;;;RAINFOREST_RESIN;SEASHELLS;9995.0;2
57300;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
57400;;;KELP;SEASHELLS;2038.0;1
58000;;;KELP;SEASHELLS;2041.0;1
58100;;;KELP;SEASHELLS;2037.0;1
58400;;;KELP;SEASHELLS;2040.0;4
58800;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
58900;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
59000;;;RAINFOREST_RESIN;SEASHELLS;9998.0;9
59100;;;RAINFOREST_RESIN;SEASHELLS;9998.0;2
59300;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
59300;;;RAINFOREST_RESIN;SEASHELLS;9998.0;2
59400;;;RAINFOREST_RESIN;SEASHELLS;10002.0;3
59800;;;KELP;SEASHELLS;2040.0;5
59900;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
59900;;;KELP;SEASHELLS;2044.0;2
59900;;;RAINFOREST_RESIN;SEASHELLS;10004.0;2
60100;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
60100;;;KELP;SEASHELLS;2038.0;9
60200;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
60400;;;RAINFOREST_RESIN;SEASHELLS;9998.0;2
60500;;;KELP;SEASHELLS;2037.0;15
60500;;;RAINFOREST_RESIN;SEASHELLS;9996.0;1
60500;;;KELP;SEASHELLS;2037.0;1
61000;;;KELP;SEASHELLS;2038.0;1
61000;;;RAINFOREST_RESIN;SEASHELLS;10004.0;1
61100;;;KELP;SEASHELLS;2044.0;9
61500;;;RAINFOREST_RESIN;SEASHELLS;10002.0;6
62200;;;KELP;SEASHELLS;2038.0;1
62800;;;RAINFOREST_RESIN;SEASHELLS;9996.0;7
62800;;;RAINFOREST_RESIN;SEASHELLS;9996.0;1
62900;;;RAINFOREST_RESIN;SEASHELLS;10004.0;1
62900;;;KELP;SEASHELLS;2042.0;1
63500;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
63700;;;KELP;SEASHELLS;2037.0;1
63700;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
63800;;;KELP;SEASHELLS;2036.0;1
63900;;;KELP;SEASHELLS;2036.0;1
64600;;;KELP;SEASHELLS;2036.0;1
64900;;;KELP;SEASHELLS;2036.0;1
65100;;;KELP;SEASHELLS;2040.0;1
65100;;;RAINFOREST_RESIN;SEASHELLS;10004.0;1
65300;;;KELP;SEASHELLS;2041.0;1
65300;;;KELP;SEASHELLS;2040.0;5
65300;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
65400;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
66000;;;RAINFOREST_RESIN;SEASHELLS;9996.0;1
66000;;;KELP;SEASHELLS;2037.0;2
66100;;;KELP;SEASHELLS;2044.0;8
66100;;;RAINFOREST_RESIN;SEASHELLS;9995.0;6
66500;;;KELP;SEASHELLS;2037.0;1
66600;;;KELP;SEASHELLS;2038.0;1
66600;;;KELP;SEASHELLS;2038.0;9
67000;;;RAINFOREST_RESIN;SEASHELLS;10002.0;4
67100;;;RAINFOREST_RESIN;SEASHELLS;9996.0;1
67700;;;KELP;SEASHELLS;2044.0;11
67700;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
67900;;;KELP;SEASHELLS;2041.0;9
67900;;;KELP;SEASHELLS;2043.0;15
69200;;;KELP;SEASHELLS;2036.0;7
69400;;;RAINFOREST_RESIN;SEASHELLS;10002.0;4
69500;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
69500;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
69600;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
69600;;;KELP;SEASHELLS;2033.0;8
69600;;;KELP;SEASHELLS;2040.0;1
69800;;;KELP;SEASHELLS;2034.0;1
69900;;;KELP;SEASHELLS;2041.0;15
70200;;;KELP;SEASHELLS;2036.0;3
70400;;;RAINFOREST_RESIN;SEASHELLS;10002.0;5
70600;;;RAINFOREST_RESIN;SEASHELLS;9996.0;2
70700;;;RAINFOREST_RESIN;SEASHELLS;10002.0;2
70700;;;KELP;SEASHELLS;2040.0;2
70800;;;KELP;SEASHELLS;2033.0;1
70900;;;RAINFOREST_RESIN;SEASHELLS;10005.0;1
70900;;;KELP;SEASHELLS;2040.0;1
70900;;;RAINFOREST_RESIN;SEASHELLS;10005.0;12
71000;;;KELP;SEASHELLS;2039.0;1
71400;;;KELP;SEASHELLS;2036.0;1
71400;;;KELP;SEASHELLS;2040.0;6
72400;;;KELP;SEASHELLS;2036.0;9
72500;;;RAINFOREST_RESIN;SEASHELLS;10004.0;1
72500;;;KELP;SEASHELLS;2043.0;1
73200;;;KELP;SEASHELLS;2038.0;1
73200;;;KELP;SEASHELLS;2038.0;5
73400;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
73700;;;KELP;SEASHELLS;2043.0;1
74300;;;KELP;SEASHELLS;2044.0;1
74400;;;KELP;SEASHELLS;2043.0;1
74400;;;KELP;SEASHELLS;2043.0;2
74600;;;KELP;SEASHELLS;2039.0;1
74600;;;RAINFOREST_RESIN;SEASHELLS;10004.0;2
74800;;;RAINFOREST_RESIN;SEASHELLS;9998.0;2
74900;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
75300;;;KELP;SEASHELLS;2040.0;1
75600;;;KELP;SEASHELLS;2046.0;13
75800;;;KELP;SEASHELLS;2046.0;1
75800;;;RAINFOREST_RESIN;SEASHELLS;10004.0;1
76300;;;KELP;SEASHELLS;2037.0;1
76400;;;KELP;SEASHELLS;2038.0;3
76800;;;KELP;SEASHELLS;2039.0;1
76900;;;KELP;SEASHELLS;2041.0;4
77100;;;KELP;SEASHELLS;2041.0;1
77400;;;KELP;SEASHELLS;2042.0;4
77700;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
78000;;;KELP;SEASHELLS;2043.0;1
78100;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
78400;;;RAINFOREST_RESIN;SEASHELLS;10004.0;5
78400;;;RAINFOREST_RESIN;SEASHELLS;10004.0;2
78600;;;RAINFOREST_RESIN;SEASHELLS;9996.0;2
78700;;;KELP;SEASHELLS;2049.0;10
78800;;;KELP;SEASHELLS;2047.0;1
79100;;;KELP;SEASHELLS;2047.0;3
79100;;;KELP;SEASHELLS;2047.0;1
79300;;;RAINFOREST_RESIN;SEASHELLS;9996.0;1
79300;;;KELP;SEASHELLS;2043.0;1
79500;;;RAINFOREST_RESIN;SEASHELLS;10004.0;1
79500;;;KELP;SEASHELLS;2049.0;1
79800;;;KELP;SEASHELLS;2050.0;1
79900;;;KELP;SEASHELLS;2045.0;2
79900;;;RAINFOREST_RESIN;SEASHELLS;9998.0;2
80300;;;RAINFOREST_RESIN;SEASHELLS;9998.0;3
80400;;;KELP;SEASHELLS;2047.0;1
80400;;;KELP;SEASHELLS;2047.0;2
80400;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
80600;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
80700;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
81500;;;KELP;SEASHELLS;2044.0;1
81500;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
81700;;;KELP;SEASHELLS;2044.0;1
81800;;;KELP;SEASHELLS;2049.0;1
81900;;;KELP;SEASHELLS;2046.0;4
82000;;;KELP;SEASHELLS;2045.0;1
82100;;;KELP;SEASHELLS;2045.0;14
82200;;;RAINFOREST_RESIN;SEASHELLS;9998.0;4
82500;;;KELP;SEASHELLS;2050.0;1
82700;;;KELP;SEASHELLS;2046.0;1
83000;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
83400;;;KELP;SEASHELLS;2046.0;7
83400;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
83800;;;RAINFOREST_RESIN;SEASHELLS;10005.0;1
83800;;;KELP;SEASHELLS;2054.0;1
84100;;;KELP;SEASHELLS;2051.0;1
84100;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
84500;;;KELP;SEASHELLS;2046.0;13
84500;;;KELP;SEASHELLS;2046.0;2
